Compound_ID,Protein_ID,Label
5504,925,1
6598,1950,1
1219,1013,1
6876,1140,1
319,985,1
2251,177,1
7791,1705,1
4200,1716,1
5991,1686,1
7364,1897,1
8081,986,1
132,341,1
10703,1113,1
543,1144,1
3294,2139,1
4120,3413,1
5801,3777,1
3676,1975,1
2377,2467,1
9792,438,1
8259,763,1
3955,838,1
125,338,1
226,390,1
3667,1603,1
589,967,1
7313,4002,1
2490,2529,1
7034,157,1
3575,1785,1
7694,1893,1
552,1048,1
4536,739,1
3973,1794,1
1917,2115,1
5554,988,1
4957,769,1
3754,3184,1
2770,1765,1
4356,3518,1
6710,2662,1
438,919,1
6912,1076,1
4768,1247,1
7903,956,1
5444,1530,1
456,478,1
459,749,1
132,354,1
3368,2101,1
2215,1893,1
1934,1880,1
10045,860,1
1884,2059,1
1843,2021,1
3754,3076,1
751,1271,1
7115,1785,1
830,1335,1
2444,669,1
322,865,1
415,1056,1
6084,816,1
11956,868,1
1944,1551,1
4220,3485,1
3237,1739,1
2822,2692,1
112,237,1
10045,981,1
9761,1222,1
3405,3043,1
5550,3740,1
4888,911,1
669,828,1
903,766,1
10703,4630,1
7425,671,1
7685,1793,1
4266,339,1
322,986,1
12484,1108,1
753,943,1
560,814,1
4080,859,1
2101,838,1
697,1048,1
2132,2137,1
342,820,1
8351,4219,1
1233,1516,1
12463,941,1
133,417,1
4653,869,1
680,815,1
1494,1328,1
4570,871,1
6080,3797,1
817,820,1
421,820,1
6548,1687,1
14948,16,1
11899,81,1
5486,843,1
10295,4138,1
3731,301,1
8285,603,1
6558,1880,1
7860,868,1
4061,2687,1
7061,1454,1
553,895,1
4400,3550,1
1323,1567,1
160,671,1
7976,1201,1
3172,2939,1
1312,883,1
880,243,1
720,1008,1
10295,58,1
8149,3078,1
5935,561,1
1518,988,1
12438,1648,1
965,287,1
4454,2214,1
1956,2153,1
2852,2705,1
1506,870,1
1007,1223,1
10045,4498,1
1203,869,1
4183,933,1
3679,3157,1
301,243,1
6191,3641,1
569,731,1
6988,3396,1
2955,1076,1
1138,888,1
121,312,1
3646,1933,1
10045,3222,1
1533,1683,1
776,243,1
1772,1928,1
12489,539,1
1388,770,1
8081,328,1
873,1344,1
6914,2171,1
4431,927,1
231,857,1
10036,2584,1
3377,2647,1
7878,871,1
9681,4342,1
672,536,1
4337,245,1
5492,728,1
3584,3125,1
1330,950,1
12438,1661,1
4482,74,1
7002,419,1
5474,859,1
147,570,1
3237,1068,1
8228,1105,1
5451,875,1
12789,134,1
2233,2151,1
10703,4188,1
10844,929,1
135,452,1
3435,1726,1
3540,2008,1
7719,2167,1
3426,1906,1
544,1145,1
7925,286,1
604,1196,1
5050,3685,1
1213,257,1
1025,1189,1
194,803,1
2157,2277,1
188,729,1
6884,1487,1
199,329,1
5144,287,1
9681,4355,1
1940,478,1
663,729,1
4329,74,1
7947,4138,1
230,847,1
5526,3735,1
1739,1885,1
450,850,1
1668,1187,1
147,583,1
4021,3341,1
7577,4046,1
2501,1161,1
880,848,1
11917,861,1
7963,820,1
4155,2294,1
9227,4242,1
6058,1273,1
5519,699,1
4927,824,1
159,41,1
13612,76,1
2891,528,1
1015,1423,1
4138,1832,1
1132,776,1
237,863,1
2453,2517,1
2678,2635,1
3328,1734,1
11979,399,1
1306,848,1
8109,766,1
970,862,1
3778,2199,1
4012,151,1
8079,69,1
1059,153,1
1152,381,1
6811,1897,1
7086,1836,1
11979,1567,1
9761,1035,1
7828,3641,1
7759,1821,1
2167,2281,1
8106,882,1
4134,3416,1
1130,743,1
7007,1139,1
1687,1829,1
117,286,1
595,813,1
7140,3654,1
325,989,1
1407,728,1
1013,1097,1
10832,19,1
6477,3835,1
3108,1707,1
1048,795,1
1246,1039,1
4134,1551,1
2964,1699,1
3905,267,1
574,875,1
7592,1950,1
1976,1787,1
2251,1763,1
1127,795,1
7775,2825,1
6386,3801,1
4194,3258,1
204,820,1
6840,1793,1
787,875,1
5391,769,1
6883,177,1
962,1401,1
2359,2235,1
2694,239,1
7312,4003,1
182,243,1
5703,1529,1
9681,3913,1
560,869,1
1668,1792,1
7702,2202,1
4238,3486,1
4582,1044,1
790,1065,1
84,122,1
5092,328,1
2074,1958,1
988,757,1
1812,1958,1
8149,1615,1
105,181,1
234,820,1
11969,646,1
1777,1856,1
9423,477,1
4051,2963,1
4598,1146,1
1379,763,1
2962,2770,1
10045,4432,1
3039,2236,1
3889,420,1
8149,4180,1
8119,3779,1
1190,1278,1
12069,934,1
1064,873,1
1668,1805,1
3632,1932,1
5392,108,1
12979,108,1
3734,933,1
1217,822,1
441,372,1
10045,4553,1
10045,2109,1
6378,3522,1
757,837,1
9681,4276,1
891,837,1
8244,899,1
107,203,1
1103,693,1
8455,1082,1
981,996,1
12438,1595,1
5623,1145,1
2490,2034,1
4274,3506,1
1548,814,1
147,504,1
10045,4445,1
11979,1017,1
2765,1192,1
6265,1551,1
7013,3925,1
3410,664,1
9483,248,1
4290,2174,1
7700,4074,1
7440,2686,1
277,735,1
7360,2168,1
10149,1240,1
1969,2160,1
147,396,1
7003,3853,1
5826,1073,1
1953,2152,1
1332,822,1
421,901,1
9681,4289,1
116,265,1
2631,2252,1
12438,1608,1
5502,868,1
524,733,1
7308,1870,1
147,517,1
5446,973,1
5064,871,1
8149,5,1
1521,1596,1
11137,4656,1
4003,1191,1
7802,4098,1
2898,2717,1
10045,3640,1
7741,4088,1
3090,2887,1
1144,828,1
2061,2220,1
7630,2271,1
4201,883,1
2566,177,1
1036,248,1
372,1022,1
3968,3304,1
1521,1488,1
7677,1070,1
4072,3398,1
5839,759,1
7907,1532,1
4262,260,1
6151,1785,1
3572,2028,1
4198,733,1
695,628,1
832,862,1
395,861,1
3206,1907,1
12585,328,1
4536,728,1
1869,1124,1
3720,2128,1
7500,4039,1
1736,1763,1
1521,1609,1
1030,325,1
3674,211,1
7583,1529,1
5537,286,1
8224,771,1
137,458,1
4674,325,1
1162,1383,1
1062,1445,1
4995,1171,1
5784,1331,1
226,392,1
3872,805,1
897,1085,1
3908,499,1
2031,260,1
4897,1013,1
1597,1725,1
2303,2116,1
2251,1697,1
3464,1690,1
8309,478,1
6839,334,1
10703,4619,1
3814,3200,1
2809,1695,1
825,1330,1
1310,850,1
1231,328,1
1869,319,1
470,873,1
3658,1906,1
418,454,1
11970,647,1
1290,908,1
271,929,1
4177,515,1
3664,3148,1
3368,2103,1
1645,1779,1
857,760,1
1648,1784,1
5865,478,1
4547,728,1
4609,3592,1
9681,2571,1
751,1273,1
1799,1953,1
5028,772,1
2401,2287,1
322,867,1
3634,1175,1
4568,787,1
5113,321,1
574,822,1
476,287,1
371,759,1
2704,1012,1
7898,4118,1
7120,1084,1
112,239,1
8149,502,1
241,878,1
3300,2992,1
3262,522,1
10306,795,1
4129,2322,1
3243,2458,1
10703,4632,1
6632,1037,1
653,822,1
106,195,1
5854,477,1
1067,1105,1
2815,2691,1
2796,2412,1
4119,816,1
2317,2414,1
4430,2435,1
7661,4067,1
949,820,1
9736,120,1
9983,4427,1
3565,2859,1
1853,738,1
7135,1513,1
1233,1518,1
6312,1705,1
7038,1580,1
5672,850,1
7886,1152,1
10045,57,1
1423,861,1
2361,915,1
716,245,1
7362,1906,1
1065,924,1
1223,1510,1
3105,1827,1
11914,886,1
10477,1148,1
2113,2247,1
1681,338,1
4322,744,1
736,833,1
5904,540,1
6535,1346,1
12440,1346,1
1614,1745,1
1853,2027,1
1323,1569,1
784,766,1
3172,2941,1
3419,2818,1
7063,2633,1
12438,1650,1
3911,3280,1
2852,2707,1
6071,838,1
12494,535,1
8213,328,1
14185,1550,1
7791,339,1
1217,769,1
1203,871,1
2392,736,1
10045,4500,1
559,769,1
2455,267,1
12979,3667,1
6778,2393,1
627,940,1
121,314,1
7172,1529,1
10962,910,1
6643,2168,1
1944,990,1
768,1293,1
2647,2130,1
166,730,1
4073,3399,1
2514,1786,1
231,859,1
993,1411,1
5243,807,1
8209,744,1
12440,1588,1
6696,1950,1
7854,287,1
9681,4344,1
3559,2131,1
1284,1065,1
15855,4734,1
3584,3127,1
428,851,1
1023,243,1
6668,1070,1
6329,3590,1
7160,1532,1
147,572,1
1165,821,1
1148,1177,1
10045,4513,1
3830,1584,1
1521,1651,1
2880,1964,1
8045,4140,1
495,1026,1
388,900,1
522,1129,1
5491,1444,1
135,454,1
2934,2200,1
11020,864,1
263,905,1
5483,3017,1
6978,2171,1
3401,2080,1
1558,1691,1
3728,260,1
395,795,1
7003,3921,1
3262,201,1
12484,1607,1
3523,2191,1
2926,1972,1
7690,3804,1
4194,2655,1
2251,2328,1
420,744,1
5492,743,1
1570,883,1
6219,1974,1
5176,1409,1
147,585,1
4021,3343,1
1123,837,1
237,744,1
6768,3879,1
139,172,1
3497,3077,1
880,850,1
8149,3685,1
446,329,1
970,743,1
2408,2103,1
6310,1496,1
4035,3362,1
10045,675,1
5630,1471,1
793,1312,1
1278,832,1
8098,3612,1
111,231,1
12581,735,1
776,850,1
738,329,1
3059,2743,1
6524,2327,1
970,864,1
1734,1785,1
132,290,1
7521,1012,1
10045,796,1
3928,2374,1
633,1215,1
9850,328,1
1694,1834,1
4347,3526,1
7468,3300,1
4203,3481,1
7763,2696,1
12438,53,1
1290,963,1
1682,1716,1
712,986,1
12484,923,1
1706,1844,1
6525,3841,1
1750,1887,1
10045,688,1
499,1107,1
6471,2329,1
4014,2269,1
7264,3951,1
2802,2686,1
2494,2533,1
9803,2323,1
8094,3883,1
2392,307,1
1079,864,1
1153,850,1
2364,2460,1
1478,381,1
3835,3206,1
8227,477,1
211,825,1
7659,3928,1
1761,1901,1
1613,1737,1
5124,3689,1
10045,1038,1
628,1113,1
7513,841,1
4115,2213,1
1291,905,1
2962,2759,1
4194,1045,1
322,814,1
10487,861,1
8093,2584,1
574,769,1
1668,1794,1
3060,2284,1
560,871,1
1888,2063,1
6108,533,1
7180,816,1
834,1339,1
6725,1175,1
2676,2523,1
6810,990,1
330,759,1
295,243,1
343,994,1
1551,872,1
1172,287,1
10045,1051,1
1913,1719,1
7560,929,1
6961,2327,1
2962,2772,1
8149,4182,1
3526,2814,1
10045,4434,1
6652,0,1
10346,1393,1
4104,347,1
642,243,1
1478,744,1
9876,1215,1
354,1008,1
11923,882,1
421,769,1
10180,3612,1
1668,1807,1
2962,1725,1
2977,2757,1
6074,1191,1
1580,1694,1
310,901,1
6858,3222,1
6825,2816,1
1617,529,1
10045,4555,1
1217,824,1
1115,813,1
2684,2131,1
1134,826,1
3303,1880,1
473,1080,1
9681,4278,1
261,901,1
2859,671,1
3841,3212,1
1220,1509,1
107,205,1
1767,1907,1
4205,1688,1
4258,3500,1
5650,1021,1
1465,522,1
455,888,1
147,506,1
1401,766,1
3039,494,1
8149,4195,1
7848,820,1
6994,3914,1
3991,1880,1
5844,742,1
7148,3563,1
1869,2039,1
7700,4076,1
5747,1038,1
126,339,1
7742,3255,1
1341,873,1
973,477,1
3676,1724,1
1969,2162,1
6715,419,1
1431,766,1
3074,838,1
3936,2294,1
9681,4291,1
13075,1228,1
4056,2130,1
7100,260,1
8051,748,1
5917,3593,1
5502,870,1
235,861,1
11911,861,1
1465,535,1
123,162,1
2528,1981,1
147,519,1
1521,1598,1
223,743,1
6240,1967,1
7423,1529,1
434,963,1
10401,2523,1
8288,287,1
3090,2889,1
8183,759,1
700,1082,1
1520,1346,1
1811,1818,1
7093,2822,1
3724,960,1
3968,3306,1
1258,851,1
3630,803,1
6582,3057,1
3898,1786,1
10045,3763,1
118,289,1
395,863,1
2432,300,1
6910,1021,1
4921,1066,1
3405,3021,1
6146,396,1
1521,1611,1
1333,328,1
2129,1696,1
2502,2207,1
6093,1967,1
2611,716,1
11979,456,1
7507,1950,1
1729,1762,1
2849,1527,1
7852,901,1
1912,2112,1
6416,2327,1
540,813,1
177,761,1
7324,1950,1
2114,260,1
10703,4271,1
3542,2393,1
2962,2572,1
226,394,1
4171,1140,1
3713,262,1
704,692,1
234,743,1
11925,1280,1
2556,2564,1
7224,3934,1
7655,2171,1
4536,743,1
1237,108,1
12477,3190,1
3661,745,1
5861,883,1
2189,1723,1
1177,1491,1
4551,728,1
418,456,1
11970,649,1
12438,0,1
2188,2289,1
3511,2154,1
2207,2302,1
7704,1016,1
2776,2459,1
6774,328,1
1645,1781,1
7388,3934,1
14198,68,1
4191,3081,1
751,1275,1
7509,1191,1
7256,745,1
1048,744,1
869,1267,1
7154,2949,1
649,998,1
10045,4018,1
12104,770,1
555,811,1
574,824,1
3497,2340,1
734,813,1
112,241,1
241,880,1
3933,692,1
1703,1843,1
2384,2470,1
10703,4634,1
7647,3491,1
410,837,1
1358,1579,1
2987,1716,1
891,881,1
2658,494,1
2317,2416,1
7856,861,1
679,1227,1
2389,2292,1
3705,3164,1
2081,1910,1
33,69,1
8240,743,1
4561,870,1
240,776,1
1233,1520,1
1231,693,1
133,421,1
10045,4489,1
5912,16,1
7612,2608,1
900,822,1
13374,3017,1
4404,3552,1
4118,1505,1
3961,996,1
12789,1051,1
9215,477,1
6013,1532,1
115,259,1
4110,2287,1
5842,896,1
553,899,1
3297,2938,1
4369,1989,1
1308,243,1
10127,744,1
3649,882,1
9681,4333,1
1221,769,1
9333,883,1
1828,1972,1
10045,3563,1
1053,1158,1
12438,1652,1
3931,716,1
147,561,1
9997,3788,1
2733,1031,1
2041,2201,1
2392,738,1
10045,4502,1
418,1061,1
4468,3550,1
4093,2212,1
8425,1152,1
6995,2393,1
1496,1354,1
121,316,1
3044,1832,1
310,969,1
332,728,1
2908,2725,1
263,894,1
7577,762,1
4325,2454,1
5674,93,1
7928,1514,1
6541,1893,1
648,735,1
3581,2939,1
2332,808,1
10186,4599,1
518,1120,1
12440,1590,1
2736,2618,1
11137,391,1
12484,1596,1
9681,4346,1
5782,40,1
6126,1836,1
930,835,1
1902,177,1
12979,3561,1
3781,260,1
8149,1109,1
310,861,1
3584,3129,1
3711,3170,1
7844,998,1
7035,2815,1
7308,1927,1
7931,886,1
1341,820,1
563,489,1
2640,816,1
8149,62,1
1521,1653,1
12484,1488,1
8098,1036,1
911,943,1
1477,1583,1
7205,1950,1
6504,3300,1
263,907,1
6720,3827,1
7890,1235,1
1121,901,1
7014,3816,1
3595,3116,1
9364,1269,1
11924,747,1
7003,3923,1
1874,1175,1
1903,1876,1
4052,2537,1
7233,2399,1
7367,2399,1
12484,1609,1
6964,1191,1
1771,1922,1
3201,1913,1
4911,992,1
2251,2330,1
2779,2678,1
7820,883,1
4014,3184,1
4619,820,1
6577,1950,1
2590,941,1
3975,260,1
4021,3345,1
6552,1139,1
2880,2208,1
4002,2837,1
270,923,1
3355,286,1
6768,3881,1
8303,478,1
3583,3119,1
4452,3568,1
7454,1176,1
7308,3108,1
4410,1585,1
8271,940,1
2543,2559,1
7436,3522,1
7837,419,1
6806,1140,1
9227,4246,1
211,693,1
376,1026,1
2666,2629,1
4343,3517,1
10045,677,1
4515,1786,1
793,1314,1
12859,745,1
2764,2154,1
111,233,1
6210,1496,1
2659,2626,1
8149,1593,1
105,159,1
1125,740,1
607,814,1
6264,1732,1
3461,510,1
4211,3482,1
573,1166,1
1889,2075,1
2374,1595,1
1694,1836,1
11558,760,1
2962,2748,1
12439,280,1
9383,864,1
2251,478,1
2139,2186,1
2350,420,1
12438,55,1
6015,883,1
299,819,1
244,883,1
1496,1033,1
7356,1785,1
2576,1931,1
1053,729,1
3362,1857,1
375,814,1
5173,3691,1
190,768,1
105,172,1
1223,1325,1
7045,1785,1
6044,1705,1
7059,1454,1
734,868,1
6534,3555,1
3747,3095,1
1052,1443,1
2951,1175,1
10045,1040,1
1041,759,1
2572,2576,1
3276,477,1
1311,391,1
12432,1566,1
2962,2761,1
2251,720,1
10365,1432,1
4195,1915,1
661,245,1
1746,1716,1
2584,2586,1
2563,1709,1
2902,1175,1
1668,1796,1
2251,1888,1
233,478,1
5040,960,1
6196,648,1
12027,699,1
7089,1454,1
3374,1170,1
1521,56,1
4277,1166,1
2532,1083,1
3213,1710,1
1186,1500,1
1217,813,1
6831,2327,1
441,363,1
436,248,1
2843,2702,1
2032,2194,1
2648,248,1
3701,1006,1
5249,3699,1
3260,2990,1
6025,1705,1
454,827,1
7864,669,1
3568,3106,1
3893,3162,1
556,286,1
1112,1470,1
351,820,1
5843,910,1
309,823,1
2823,1942,1
3132,2926,1
4061,1928,1
10045,4436,1
1521,1345,1
6347,2106,1
6235,882,1
2962,1956,1
1279,765,1
1668,1809,1
1200,243,1
6172,533,1
5164,743,1
717,769,1
1341,862,1
3043,2066,1
3893,2236,1
3634,1716,1
4651,868,1
1115,815,1
3262,2110,1
4786,2719,1
6271,1185,1
3695,3160,1
9798,3633,1
3808,3037,1
4109,1982,1
12438,1599,1
1815,408,1
777,1170,1
6611,2458,1
147,508,1
1145,842,1
1568,1699,1
8149,4197,1
2249,2326,1
1351,947,1
843,477,1
1519,760,1
1390,875,1
6593,3572,1
388,836,1
1682,0,1
1957,2154,1
7700,4078,1
7841,1048,1
5747,1040,1
7652,883,1
1322,1414,1
3871,245,1
7128,883,1
7742,3257,1
11954,3593,1
1295,759,1
8253,992,1
794,477,1
268,919,1
698,769,1
150,146,1
3118,2896,1
8149,2103,1
3923,1832,1
10045,2584,1
1373,1581,1
8427,327,1
3121,2901,1
7943,2200,1
1465,1584,1
116,269,1
8051,750,1
8144,941,1
5950,1786,1
4061,3230,1
3159,2604,1
4927,870,1
8301,861,1
235,863,1
2258,2388,1
1124,998,1
3397,217,1
1261,478,1
1521,1600,1
7116,886,1
4079,2466,1
7235,837,1
3477,1903,1
4024,2530,1
820,735,1
751,901,1
1781,1941,1
8166,1346,1
1340,478,1
1822,1713,1
5846,1032,1
7921,761,1
459,729,1
10140,4147,1
1668,1246,1
3106,1852,1
3968,3308,1
2545,1290,1
7426,1950,1
3284,1858,1
5094,875,1
195,804,1
3493,1968,1
6810,671,1
365,986,1
2369,2461,1
4045,2481,1
1851,320,1
118,291,1
2151,2275,1
463,740,1
7777,2823,1
3862,495,1
5751,1037,1
1558,714,1
3132,2376,1
1937,481,1
8081,992,1
1520,1590,1
395,986,1
6401,1038,1
6413,1092,1
752,735,1
6934,40,1
3124,2902,1
2792,177,1
5479,699,1
6251,1444,1
2202,2297,1
11925,1282,1
982,904,1
2556,2566,1
9275,1322,1
3633,1732,1
6520,3325,1
921,628,1
2679,2636,1
10703,4623,1
6694,1906,1
2214,2307,1
161,122,1
7175,1950,1
13495,731,1
4021,501,1
10149,1970,1
1525,1681,1
1829,372,1
1645,1783,1
819,738,1
4351,3530,1
153,648,1
366,941,1
9619,4141,1
133,410,1
1148,684,1
3701,1169,1
4348,2737,1
1221,408,1
13423,2144,1
577,1060,1
7860,861,1
618,869,1
4073,1980,1
5941,1416,1
750,759,1
1058,875,1
7365,2087,1
1506,742,1
2590,325,1
157,659,1
11726,533,1
12438,473,1
4551,743,1
2837,956,1
2317,2418,1
1152,924,1
4065,1752,1
7924,738,1
9803,3561,1
3438,3051,1
847,813,1
12438,1641,1
4145,1223,1
2604,2596,1
1233,1522,1
133,423,1
1217,760,1
680,821,1
10045,4491,1
358,770,1
3377,2290,1
1219,806,1
3055,2239,1
6621,3861,1
9658,820,1
13424,3779,1
659,883,1
1813,1959,1
934,822,1
885,408,1
3385,838,1
284,942,1
1115,870,1
6870,3555,1
872,883,1
9681,4335,1
2251,2306,1
10794,980,1
13261,1,1
687,837,1
2070,1736,1
12438,1654,1
4611,743,1
1008,1417,1
593,421,1
3045,2840,1
5842,1019,1
3547,1775,1
3693,1075,1
147,563,1
1893,1285,1
10045,4504,1
2920,859,1
3405,2594,1
1552,763,1
1376,766,1
891,1017,1
3237,2229,1
3156,318,1
6105,3809,1
121,318,1
3018,2828,1
8304,864,1
5466,1607,1
3386,1305,1
698,824,1
2203,171,1
890,765,1
12440,1592,1
5243,811,1
2381,177,1
6118,257,1
1464,771,1
1335,886,1
9681,4348,1
4063,3395,1
12979,3563,1
1508,814,1
3708,3167,1
4300,827,1
3481,495,1
3245,1716,1
3933,3285,1
13563,56,1
3645,2818,0
6231,3288,0
6090,3312,0
1897,2989,0
1262,2707,0
6482,389,0
3778,3347,0
5521,388,0
3143,2836,0
11159,273,0
636,4645,0
10354,1071,0
4241,3108,0
7248,831,0
12029,4064,0
6413,3938,0
2710,510,0
297,4169,0
7637,3272,0
1001,2824,0
11775,1444,0
400,1372,0
6312,99,0
3079,4019,0
3175,3727,0
6463,2483,0
231,3320,0
6487,2840,0
9831,2400,0
4119,3532,0
7080,1139,0
2749,3555,0
7854,2748,0
2649,1402,0
2857,156,0
1976,2585,0
9746,1538,0
3966,3933,0
2978,1843,0
6770,1593,0
507,3834,0
3399,3822,0
7229,3864,0
1840,2697,0
2994,3544,0
8314,639,0
7796,2928,0
934,4352,0
3668,3717,0
7169,2995,0
12439,2484,0
8098,1280,0
815,459,0
3910,3250,0
4025,1251,0
7354,3980,0
2194,1882,0
926,1724,0
5688,2204,0
855,1026,0
6221,2438,0
6288,4185,0
6720,3842,0
3294,4415,0
553,3842,0
1630,3237,0
3409,4136,0
7903,1943,0
6949,898,0
770,3547,0
369,988,0
885,2073,0
3777,4010,0
4474,969,0
4508,4229,0
9532,2494,0
6478,4430,0
4029,4002,0
6343,2027,0
1188,3013,0
7440,4289,0
387,2210,0
1799,4335,0
4678,1149,0
2214,2362,0
1883,2528,0
1470,2884,0
2461,2239,0
1523,3942,0
10556,2709,0
7760,2429,0
831,911,0
3334,3561,0
444,2865,0
485,3657,0
7949,2301,0
6421,2741,0
4370,1383,0
7833,2126,0
830,3840,0
2850,3633,0
2743,3507,0
3053,57,0
2678,2883,0
4176,1783,0
8235,3863,0
1337,2853,0
3142,1526,0
2777,2108,0
2022,1266,0
2600,3458,0
5867,354,0
2360,3217,0
1767,4689,0
4597,3533,0
3334,1467,0
6424,3160,0
5007,893,0
3505,2517,0
7099,2023,0
4993,500,0
6121,355,0
1140,511,0
4087,1152,0
6580,2855,0
1692,987,0
6072,2156,0
2378,497,0
6323,3724,0
3864,2046,0
412,3155,0
1014,3489,0
4564,1262,0
2019,2550,0
2676,3574,0
6812,3097,0
6110,1401,0
9793,2147,0
4161,3208,0
1067,3500,0
521,4495,0
206,3171,0
7933,505,0
6345,894,0
3669,3914,0
7270,4362,0
9454,799,0
6599,3928,0
6072,3445,0
3961,824,0
7045,3197,0
7940,400,0
7487,4067,0
4361,1697,0
7439,872,0
2843,2825,0
3333,2918,0
13613,2723,0
7796,392,0
7598,2622,0
2434,1839,0
6668,4149,0
1678,513,0
7671,1151,0
7428,3608,0
7160,2396,0
2524,3947,0
1598,4721,0
2339,3413,0
696,1880,0
8297,1024,0
3577,3170,0
3964,4333,0
9676,2218,0
7677,3036,0
4392,2565,0
7718,1576,0
8437,280,0
2134,1439,0
2225,3018,0
1211,3908,0
3487,3627,0
569,4175,0
3700,4445,0
2609,2900,0
7977,3907,0
10095,71,0
2247,269,0
865,238,0
2529,921,0
3623,1946,0
1706,2803,0
6596,839,0
8095,1455,0
10359,2103,0
6087,733,0
2943,1958,0
7602,3508,0
9821,4154,0
2025,4542,0
9831,1166,0
13499,4556,0
3981,2593,0
1381,2225,0
4185,4086,0
651,430,0
5437,3482,0
2648,2949,0
9773,4113,0
5482,515,0
2739,4299,0
5843,457,0
3061,149,0
4180,938,0
9364,2602,0
2444,409,0
6218,3000,0
2818,4528,0
2374,4551,0
1035,3924,0
7702,1995,0
6941,2577,0
6296,3593,0
6876,1953,0
6055,269,0
12825,2225,0
6643,1193,0
2271,639,0
2140,1351,0
5842,2376,0
3798,1960,0
6976,2305,0
3087,2622,0
2722,1972,0
7877,1474,0
2600,814,0
9683,261,0
6579,619,0
4557,1948,0
6577,1778,0
6952,901,0
300,4121,0
869,2292,0
1337,3592,0
2832,1551,0
6453,2614,0
2186,2113,0
372,210,0
1982,4269,0
3165,3831,0
5352,4555,0
12494,1199,0
873,1889,0
3547,4421,0
10353,3102,0
2488,1108,0
7655,1933,0
1006,203,0
6145,2619,0
8189,820,0
7611,843,0
618,3999,0
9725,2715,0
47,2749,0
4596,1953,0
1595,3227,0
6478,4485,0
8343,469,0
7426,1026,0
3794,1036,0
1490,1713,0
2615,1822,0
7574,1944,0
2360,815,0
1013,4528,0
3135,168,0
3909,3238,0
13418,1705,0
3490,1039,0
6451,1615,0
6155,2785,0
11843,47,0
4272,2997,0
1068,3188,0
1584,2250,0
4497,900,0
1613,507,0
6607,2313,0
8455,1585,0
473,992,0
1174,1076,0
11167,4086,0
3142,2628,0
401,106,0
5554,996,0
320,935,0
5913,3558,0
6288,1220,0
7539,1734,0
2055,1764,0
4586,1736,0
11726,522,0
3739,1571,0
430,2500,0
6961,1205,0
1128,2542,0
3081,3328,0
4576,496,0
11849,2578,0
7774,3937,0
3921,1733,0
1600,2537,0
325,1400,0
7758,731,0
1899,3587,0
2219,2774,0
2052,1614,0
7289,3141,0
1110,2609,0
609,2327,0
2863,2287,0
1824,3184,0
10283,4308,0
7358,733,0
6155,3148,0
1862,2887,0
389,1048,0
12918,2913,0
6065,3928,0
1555,1158,0
7231,4304,0
11923,4082,0
8095,2194,0
1154,2571,0
1012,1175,0
7684,2071,0
1870,3421,0
5301,1960,0
304,3569,0
3251,1766,0
2509,2590,0
9675,345,0
3517,4100,0
4979,2848,0
734,4321,0
3516,3912,0
1623,3665,0
4462,4544,0
2564,1250,0
7104,1617,0
5783,135,0
1325,3742,0
6142,2697,0
4444,474,0
3432,2228,0
517,2751,0
7477,172,0
5744,1375,0
710,4085,0
5576,744,0
1183,3514,0
13612,2031,0
1027,759,0
3150,1431,0
2878,2958,0
3435,4044,0
840,2330,0
644,203,0
2462,2262,0
2849,1439,0
3645,363,0
6449,201,0
3183,3944,0
7326,2460,0
2107,3727,0
2086,635,0
1019,1699,0
1041,3407,0
4255,3446,0
1588,1590,0
6125,262,0
1381,2280,0
4108,1935,0
4636,4306,0
7028,1756,0
6945,3973,0
6601,4163,0
3760,4635,0
11917,3768,0
10186,2388,0
7321,4489,0
5454,3477,0
6464,896,0
5865,2257,0
7066,1230,0
5612,4063,0
8071,1274,0
777,2287,0
7439,2229,0
5503,858,0
6081,4541,0
3603,1655,0
1552,68,0
1170,1952,0
9439,3770,0
11964,4459,0
7114,3866,0
1617,2937,0
5474,1325,0
1188,2531,0
6540,4274,0
7196,1195,0
6695,3882,0
1418,3222,0
7906,1062,0
550,1197,0
6386,3541,0
426,1427,0
6250,499,0
3239,2317,0
7746,4493,0
869,950,0
6562,2720,0
5784,2426,0
7200,1287,0
7109,2889,0
7754,4613,0
7241,1059,0
4547,1352,0
1305,1480,0
6558,1554,0
3268,2725,0
4004,3288,0
47,1515,0
2844,2663,0
1612,2162,0
5576,4611,0
7434,4608,0
3575,2653,0
13374,1182,0
1505,3002,0
1183,2951,0
7021,3944,0
5878,748,0
6234,3830,0
6654,215,0
7767,1290,0
6165,1744,0
7386,4042,0
356,1223,0
2090,888,0
1364,784,0
12477,1839,0
6656,261,0
4056,1613,0
5092,1007,0
663,4120,0
2134,702,0
7798,1771,0
10329,319,0
3909,2125,0
3575,2774,0
3272,2736,0
5409,2111,0
7170,1421,0
5688,4421,0
3087,704,0
4642,2649,0
5999,4313,0
3676,4482,0
3507,3478,0
6169,523,0
183,2850,0
353,1275,0
6702,3009,0
993,3887,0
13186,3588,0
8236,1071,0
1056,1957,0
11498,4039,0
4588,2534,0
5517,1048,0
6011,2337,0
11900,1575,0
7421,1124,0
10592,2247,0
6526,3197,0
2868,0,0
3444,3314,0
6589,3482,0
10008,1967,0
1828,1655,0
2464,2805,0
2328,3927,0
728,2276,0
7328,1606,0
7066,1835,0
760,3477,0
6667,1860,0
593,102,0
3172,3794,0
3299,3835,0
9383,3312,0
4144,1446,0
804,285,0
7617,662,0
